date_time,is_holiday,air_pollution_index,humidity,wind_speed,wind_direction,visibility_in_miles,temperature,rain_p_h,clouds_all,weather_type,weather_description,traffic_volume
2012-10-06 09:00:00,None,97,45,5,140,2,275.09,0.0,40,Clouds,scattered clouds,4258
2012-10-06 10:00:00,None,46,48,5,140,2,276.88,0.0,20,Clouds,few clouds,4861
2012-10-06 11:00:00,None,180,24,2,194,7,278.04,0.0,20,Clouds,few clouds,5191
2012-10-06 12:00:00,None,269,24,0,248,6,279.08,0.0,40,Clouds,scattered clouds,5669
2012-10-06 13:00:00,None,280,31,4,239,6,280.12,0.0,75,Clouds,broken clouds,5074
2012-10-06 14:00:00,None,264,62,9,230,7,280.25,0.0,75,Clouds,broken clouds,5025
2012-10-06 15:00:00,None,149,70,5,240,5,280.0,0.0,75,Clouds,broken clouds,5153
2012-10-06 16:00:00,None,77,70,9,240,5,279.06,0.0,90,Clouds,overcast clouds,5024
2012-10-06 17:00:00,None,77,70,8,250,1,278.91,0.0,90,Clouds,overcast clouds,4779
2012-10-06 18:00:00,None,178,70,7,250,1,278.39,0.0,90,Clouds,overcast clouds,4362
2012-10-06 19:00:00,None,114,61,9,250,8,278.16,0.0,90,Clouds,overcast clouds,3860
2012-10-06 20:00:00,None,67,65,9,260,2,278.16,0.0,90,Clouds,overcast clouds,3160
2012-10-06 21:00:00,None,196,70,8,250,1,277.93,0.0,90,Clouds,overcast clouds,2992
2012-10-06 22:00:00,None,65,70,10,270,5,276.9,0.0,90,Clouds,overcast clouds,3202
2012-10-06 23:00:00,None,13,70,12,260,5,276.34,0.0,75,Clouds,broken clouds,1941
2012-10-07 00:00:00,None,294,70,10,260,2,276.11,0.0,75,Clouds,broken clouds,1233
2012-10-07 03:00:00,None,26,70,12,270,6,275.73,0.0,90,Clouds,overcast clouds,323
2012-10-07 04:00:00,None,246,70,8,260,7,275.65,0.0,90,Clouds,overcast clouds,312
2012-10-07 05:00:00,None,259,70,7,270,4,275.51,0.0,75,Clouds,broken clouds,627
2012-10-07 06:00:00,None,33,52,8,280,9,275.05,0.0,90,Clouds,overcast clouds,1508
2012-10-07 07:00:00,None,125,52,8,290,3,274.77,0.0,90,Clouds,overcast clouds,1539
2012-10-07 08:00:00,None,247,52,5,280,9,274.77,0.0,75,Clouds,broken clouds,2232
2012-10-07 09:00:00,None,178,56,7,290,7,275.55,0.0,75,Clouds,broken clouds,4568
2012-10-07 10:00:00,None,297,56,8,280,7,276.24,0.0,75,Clouds,broken clouds,4624
2012-10-07 11:00:00,None,250,56,7,290,1,277.01,0.0,90,Clouds,overcast clouds,4529
2012-10-07 12:00:00,None,299,56,9,270,5,277.43,0.0,90,Clouds,overcast clouds,5139
2012-10-07 13:00:00,None,260,56,8,270,5,278.45,0.0,90,Clouds,overcast clouds,6640
2012-10-07 14:00:00,None,174,28,8,275,8,279.27,0.0,90,Clouds,overcast clouds,6589
2012-10-07 15:00:00,None,150,56,9,280,1,279.27,0.0,90,Clouds,overcast clouds,4429
2012-10-07 16:00:00,None,129,60,7,280,7,279.44,0.0,90,Clouds,overcast clouds,4329
2012-10-07 17:00:00,None,170,64,6,270,5,279.32,0.0,90,Clouds,overcast clouds,3833
2012-10-07 18:00:00,None,114,69,5,260,4,279.27,0.0,90,Clouds,overcast clouds,4015
2012-10-07 19:00:00,None,101,80,4,260,1,278.11,0.0,90,Clouds,overcast clouds,3382
2012-10-07 20:00:00,None,213,80,5,250,2,276.79,0.0,75,Clouds,broken clouds,2815
2012-10-07 21:00:00,None,49,60,7,280,4,275.73,0.0,90,Clouds,overcast clouds,2110
2012-10-07 22:00:00,None,63,56,8,260,5,274.88,0.0,75,Clouds,broken clouds,1555
2012-10-07 23:00:00,None,98,45,8,290,9,273.92,0.0,20,Clouds,few clouds,959
2012-10-08 00:00:00,Columbus Day,144,45,9,300,5,273.08,0.0,20,Clouds,few clouds,455
2012-10-08 01:00:00,None,11,42,7,290,6,272.62,0.0,20,Clouds,few clouds,336
2012-10-08 02:00:00,None,106,42,8,280,7,271.78,0.0,1,Clear,sky is clear,265
2012-10-08 03:00:00,None,65,45,10,310,8,271.05,0.0,1,Clear,sky is clear,314
2012-10-08 04:00:00,None,133,48,7,300,6,270.63,0.0,1,Clear,sky is clear,779
2012-10-08 05:00:00,None,194,48,8,290,2,270.33,0.0,1,Clear,sky is clear,2571
2012-10-08 06:00:00,None,134,52,6,290,6,269.61,0.0,20,Clouds,few clouds,5563
2012-10-08 07:00:00,None,273,52,8,280,9,270.01,0.0,20,Clouds,few clouds,6676
2012-10-08 08:00:00,None,200,56,7,300,4,271.23,0.0,20,Clouds,few clouds,5966
2012-10-08 09:00:00,None,224,55,8,310,6,273.71,0.0,20,Clouds,few clouds,4832
2012-10-08 10:00:00,None,230,55,6,300,4,276.77,0.0,20,Clouds,few clouds,4395
2012-10-08 11:00:00,None,208,59,5,300,7,279.47,0.0,20,Clouds,few clouds,4411
2012-10-08 12:00:00,None,183,62,5,300,1,279.84,0.0,1,Clear,sky is clear,4648
2012-10-08 13:00:00,None,226,65,5,300,1,282.34,0.0,40,Clouds,scattered clouds,4602
2012-10-08 14:00:00,None,215,69,5,300,9,282.94,0.0,40,Clouds,scattered clouds,5125
2012-10-08 15:00:00,None,76,69,7,310,1,283.48,0.0,1,Clear,sky is clear,5502
2012-10-08 16:00:00,None,183,69,5,320,5,284.33,0.0,1,Clear,sky is clear,5979
2012-10-08 17:00:00,None,87,69,6,330,9,284.48,0.0,40,Clouds,scattered clouds,5663
2012-10-08 18:00:00,None,51,74,4,320,1,284.23,0.0,40,Clouds,scattered clouds,4259
2012-10-08 19:00:00,None,73,74,4,330,8,281.99,0.0,20,Clouds,few clouds,3069
2012-10-08 20:00:00,None,208,69,5,330,6,279.81,0.0,1,Clear,sky is clear,2378
2012-10-08 21:00:00,None,99,64,4,340,5,279.35,0.0,1,Clear,sky is clear,2030
2012-10-08 22:00:00,None,16,55,6,340,5,278.9,0.0,1,Clear,sky is clear,1400
2012-10-08 23:00:00,None,272,59,5,330,8,278.46,0.0,1,Clear,sky is clear,917
2012-10-09 00:00:00,None,131,41,4,340,8,277.78,0.0,1,Clear,sky is clear,515
2012-10-09 01:00:00,None,173,41,4,350,1,277.27,0.0,1,Clear,sky is clear,302
2012-10-09 02:00:00,None,125,41,4,310,9,277.47,0.0,1,Clear,sky is clear,251
2012-10-09 04:00:00,None,22,45,2,320,8,276.97,0.0,20,Clouds,few clouds,798
2012-10-09 05:00:00,None,29,41,5,350,7,276.52,0.0,40,Clouds,scattered clouds,2678
2012-10-09 06:00:00,None,210,38,3,350,8,276.6,0.0,40,Clouds,scattered clouds,5733
2012-10-09 07:00:00,None,263,38,2,360,4,277.31,0.0,75,Clouds,broken clouds,6449
2012-10-09 08:00:00,None,95,41,1,290,6,278.38,0.0,90,Clouds,overcast clouds,5765
2012-10-09 09:00:00,None,189,48,1,270,3,279.35,0.0,90,Clouds,overcast clouds,5599
2012-10-09 10:00:00,None,246,51,1,250,2,281.37,0.0,90,Clouds,overcast clouds,4534
2012-10-09 11:00:00,None,70,59,0,0,4,283.11,0.0,90,Clouds,overcast clouds,4691
2012-10-09 12:00:00,None,224,64,1,250,8,284.08,0.0,75,Clouds,broken clouds,5067
2012-10-09 13:00:00,None,224,69,0,0,4,285.14,0.0,75,Clouds,broken clouds,5030
2012-10-09 14:00:00,None,99,69,0,0,1,286.35,0.0,90,Clouds,overcast clouds,5300
2012-10-09 15:00:00,None,105,69,1,220,6,287.23,0.0,100,Rain,light rain,5777
2012-10-09 16:00:00,None,70,80,1,200,1,288.53,0.0,90,Clouds,overcast clouds,6349
2012-10-09 17:00:00,None,65,79,1,200,8,290.37,0.0,90,Clouds,overcast clouds,6127
2012-10-09 18:00:00,None,229,79,1,200,6,290.13,0.0,90,Clouds,overcast clouds,4460
2012-10-09 19:00:00,None,103,74,2,230,6,288.86,0.0,75,Clouds,broken clouds,3418
2012-10-09 20:00:00,None,49,74,0,0,4,287.36,0.0,90,Clouds,overcast clouds,2775
2012-10-09 21:00:00,None,257,74,3,220,1,285.11,0.0,90,Clouds,overcast clouds,2306
2012-10-09 22:00:00,None,226,51,5,230,2,283.46,0.0,90,Clouds,overcast clouds,1846
2012-10-09 23:00:00,None,163,44,4,230,4,282.45,0.0,90,Clouds,overcast clouds,947
2012-10-10 00:00:00,None,71,42,3,220,7,281.88,0.0,90,Clouds,overcast clouds,494
2012-10-10 01:00:00,None,249,31,4,230,3,281.78,0.0,90,Clouds,overcast clouds,332
2012-10-10 02:00:00,None,199,27,5,220,1,281.09,0.0,75,Clouds,broken clouds,261
2012-10-10 03:00:00,None,155,31,4,210,5,281.17,0.0,90,Clouds,overcast clouds,361
2012-10-10 06:00:00,None,19,25,4,210,3,281.25,0.0,92,Clear,sky is clear,5875
2012-10-10 07:00:00,None,69,23,3,220,3,281.25,0.0,99,Drizzle,light intensity drizzle,6793
2012-10-10 08:00:00,None,82,33,3,150,7,280.1,0.0,99,Drizzle,light intensity drizzle,6283
2012-10-10 09:00:00,None,188,36,3,170,6,279.61,0.0,99,Drizzle,light intensity drizzle,5680
2012-10-10 10:00:00,None,76,39,3,170,2,279.67,0.0,99,Clear,sky is clear,4632
2012-10-10 11:00:00,None,90,45,2,130,2,280.19,0.0,1,Clear,sky is clear,4887
2012-10-10 12:00:00,None,86,51,2,140,3,282.09,0.0,75,Clouds,broken clouds,5030
2012-10-10 13:00:00,None,257,42,2,200,7,282.26,0.0,75,Clouds,broken clouds,5067
2012-10-10 14:00:00,None,204,45,2,195,9,282.05,0.0,90,Clouds,overcast clouds,5227
2012-10-10 15:00:00,None,77,48,3,190,2,281.59,0.0,90,Clouds,overcast clouds,5610
2012-10-10 16:00:00,None,65,52,2,190,2,281.23,0.0,81,Clear,sky is clear,6286
2012-10-10 18:00:00,None,108,52,2,180,8,282.6,0.0,81,Clear,sky is clear,4775
2012-10-10 19:00:00,None,279,56,2,190,8,282.6,0.0,81,Clear,sky is clear,3340
2012-10-10 20:00:00,None,85,52,3,170,7,282.6,0.0,81,Clear,sky is clear,3013
2012-10-10 21:00:00,None,75,52,2,170,6,282.6,0.0,81,Clear,sky is clear,2603
2012-10-10 22:00:00,None,42,49,3,150,9,282.6,0.0,81,Clear,sky is clear,1910
2012-10-10 23:00:00,None,278,43,4,180,5,282.6,0.0,81,Clear,sky is clear,1037
2012-10-11 01:00:00,None,39,43,4,180,4,273.9,0.0,1,Clear,sky is clear,347
2012-10-11 03:00:00,None,35,43,5,170,4,274.4,0.0,75,Clouds,broken clouds,350
2012-10-11 04:00:00,None,219,43,4,180,8,274.05,0.0,75,Clouds,broken clouds,850
2012-10-11 05:00:00,None,278,41,5,200,5,273.71,0.0,40,Clouds,scattered clouds,2791
2012-10-11 06:00:00,None,132,41,4,200,6,272.66,0.0,1,Clear,sky is clear,5809
2012-10-11 07:00:00,None,42,27,5,210,1,272.65,0.0,1,Clear,sky is clear,6798
2012-10-11 08:00:00,None,152,31,4,260,8,272.52,0.0,1,Clear,sky is clear,6304
2012-10-11 09:00:00,None,154,36,6,280,8,275.19,0.0,20,Clouds,few clouds,5291
2012-10-11 10:00:00,None,271,44,6,280,9,275.34,0.0,1,Clear,sky is clear,4638
2012-10-11 14:00:00,None,14,47,7,300,8,284.1,0.0,50,Clear,sky is clear,5557
2012-10-11 15:00:00,None,170,54,7,300,1,284.1,0.0,50,Clear,sky is clear,5818
2012-10-11 16:00:00,None,153,53,2,290,2,283.78,0.0,75,Clouds,broken clouds,6272
2012-10-11 17:00:00,None,161,57,1,230,9,283.52,0.0,75,Clouds,broken clouds,5944
2012-10-11 18:00:00,None,14,57,2,220,3,283.32,0.0,90,Clouds,overcast clouds,4949
2012-10-11 19:00:00,None,204,61,1,220,7,282.06,0.0,90,Clouds,overcast clouds,3511
2012-10-11 20:00:00,None,134,61,3,220,6,281.95,0.0,90,Clouds,overcast clouds,3039
2012-10-11 21:00:00,None,85,63,2,253,5,281.81,0.0,90,Clouds,overcast clouds,2679
2012-10-11 22:00:00,None,178,65,1,286,3,282.16,0.0,90,Clouds,overcast clouds,2094
2012-10-11 23:00:00,None,226,68,0,320,4,282.53,0.0,90,Clouds,overcast clouds,1284
2012-10-12 00:00:00,None,192,66,3,260,6,283.91,0.0,90,Clouds,overcast clouds,630
2012-10-12 01:00:00,None,122,65,7,310,6,284.64,0.0,90,Clouds,overcast clouds,410
2012-10-12 02:00:00,None,285,87,4,280,3,284.61,0.0,90,Clouds,overcast clouds,331
2012-10-12 03:00:00,None,187,75,3,217,6,283.18,0.0,72,Drizzle,light intensity drizzle,372
2012-10-12 04:00:00,None,134,75,5,260,8,282.26,0.0,72,Rain,light rain,739
2012-10-12 05:00:00,None,208,57,7,270,7,280.77,0.0,72,Drizzle,light intensity drizzle,2561
2012-10-12 06:00:00,None,147,39,9,270,1,278.53,0.0,75,Clouds,broken clouds,5586
2012-10-12 07:00:00,None,227,42,6,290,1,277.64,0.0,75,Clouds,broken clouds,6992
2012-10-12 08:00:00,None,177,42,6,270,8,277.9,0.0,90,Clouds,overcast clouds,5860
2012-10-12 09:00:00,None,143,49,4,313,9,278.18,0.0,90,Clouds,overcast clouds,5230
2012-10-12 10:00:00,None,170,47,5,305,8,279.29,0.0,75,Clouds,broken clouds,4864
2012-10-12 11:00:00,None,281,45,7,297,4,280.45,0.0,75,Clouds,broken clouds,5146
2012-10-12 12:00:00,None,289,45,7,297,4,280.95,0.0,40,Clouds,scattered clouds,5526
2012-10-12 13:00:00,None,257,45,7,297,3,281.74,0.0,40,Clouds,scattered clouds,5383
2012-10-12 14:00:00,None,231,45,7,297,7,281.84,0.0,75,Clouds,broken clouds,5758
2012-10-12 15:00:00,None,181,45,7,297,1,282.45,0.0,75,Clouds,broken clouds,5889
2012-10-12 16:00:00,None,268,45,7,297,1,282.2,0.0,75,Clouds,broken clouds,6057
2012-10-12 17:00:00,None,265,57,5,288,2,281.54,0.0,40,Clouds,scattered clouds,6028
2012-10-12 18:00:00,None,177,69,3,280,4,280.21,0.0,20,Clouds,few clouds,5257
2012-10-12 23:00:00,None,129,66,4,285,1,282.2,0.0,56,Clear,sky is clear,1897
2012-10-13 00:00:00,None,28,64,4,290,5,272.58,0.0,1,Clear,sky is clear,1335
2012-10-13 01:00:00,None,256,64,4,300,2,272.06,0.0,1,Clear,sky is clear,769
2012-10-13 02:00:00,None,214,64,3,280,5,270.99,0.0,1,Clear,sky is clear,570
2012-10-13 03:00:00,None,76,74,3,260,5,270.29,0.0,20,Clouds,few clouds,413
2012-10-13 04:00:00,None,194,74,2,260,6,269.48,0.0,1,Clear,sky is clear,399
2012-10-13 05:00:00,None,117,86,2,260,9,269.27,0.0,1,Clear,sky is clear,740
2012-10-13 06:00:00,None,174,64,2,270,3,268.91,0.0,1,Clear,sky is clear,1420
2012-10-13 07:00:00,None,130,80,1,240,3,268.98,0.0,75,Clouds,broken clouds,2220
2012-10-13 08:00:00,None,93,68,2,244,3,269.23,0.0,40,Clouds,scattered clouds,3479
2012-10-13 09:00:00,None,270,57,3,248,2,272.61,0.0,40,Clouds,scattered clouds,4546
2012-10-13 10:00:00,None,116,45,3,252,8,276.78,0.0,20,Clouds,few clouds,4579
2012-10-13 11:00:00,None,132,34,4,257,6,279.22,0.0,1,Clear,sky is clear,4438
2012-10-13 12:00:00,None,82,34,4,257,6,280.35,0.0,1,Clear,sky is clear,4623
2012-10-13 13:00:00,None,163,29,6,260,5,281.81,0.0,1,Clear,sky is clear,4440
2012-10-13 14:00:00,None,298,29,4,250,8,283.05,0.0,1,Clear,sky is clear,4495
2012-10-13 15:00:00,None,106,34,2,220,9,283.96,0.0,1,Clear,sky is clear,4483
2012-10-13 16:00:00,None,287,39,2,140,2,284.53,0.0,1,Clear,sky is clear,4591
2012-10-13 17:00:00,None,263,39,3,130,5,284.44,0.0,1,Clear,sky is clear,4477
2012-10-13 18:00:00,None,91,42,2,120,3,283.64,0.0,1,Clear,sky is clear,4221
2012-10-13 19:00:00,None,26,37,3,150,3,281.85,0.0,20,Clouds,few clouds,3672
2012-10-13 20:00:00,None,189,37,4,160,6,281.38,0.0,1,Clear,sky is clear,3015
2012-10-13 21:00:00,None,225,32,5,190,1,281.84,0.0,75,Clouds,broken clouds,2769
2012-10-13 22:00:00,None,31,34,7,210,8,282.23,0.0,90,Clouds,overcast clouds,2875
2012-10-13 23:00:00,None,245,37,6,220,6,282.18,0.0,90,Clouds,overcast clouds,1931
2012-10-14 00:00:00,None,220,37,6,240,4,282.49,0.0,90,Clouds,overcast clouds,1309
2012-10-14 01:00:00,None,295,40,3,270,1,282.54,0.0,90,Clouds,overcast clouds,870
2012-10-14 02:00:00,None,216,43,5,320,2,282.58,0.0,90,Clouds,overcast clouds,654
2012-10-14 03:00:00,None,264,52,6,350,8,282.23,0.0,90,Clouds,overcast clouds,364
2012-10-14 04:00:00,None,20,80,3,360,9,282.08,0.0,90,Clouds,overcast clouds,262
2012-10-14 05:00:00,None,43,75,5,350,4,282.23,0.0,90,Clouds,overcast clouds,505
2012-10-14 06:00:00,None,130,75,7,350,4,282.24,0.0,90,Clouds,overcast clouds,861
2012-10-14 07:00:00,None,245,60,5,360,4,282.24,0.0,90,Clouds,overcast clouds,1132
2012-10-14 08:00:00,None,192,52,6,330,1,282.24,0.0,57,Mist,mist,1797
2012-10-14 09:00:00,None,285,26,7,330,7,282.43,0.0,57,Haze,haze,2685
2012-10-14 10:00:00,None,195,26,5,320,6,282.33,0.0,57,Mist,mist,3370
2012-10-14 11:00:00,None,299,24,7,330,2,282.82,0.0,57,Mist,mist,3662
2012-10-14 12:00:00,None,156,28,6,326,1,283.33,0.0,57,Drizzle,light intensity drizzle,4076
2012-10-14 13:00:00,None,179,74,0,0,2,283.75,0.0,93,Drizzle,light intensity drizzle,4128
2012-10-14 14:00:00,None,133,68,0,0,4,284.09,0.0,93,Drizzle,light intensity drizzle,4358
2012-10-14 15:00:00,None,104,92,0,0,6,284.55,0.0,93,Rain,light rain,4342
2012-10-14 16:00:00,None,295,79,0,0,9,284.68,0.0,93,Mist,mist,4234
2012-10-14 17:00:00,None,244,80,0,0,5,284.64,0.0,93,Mist,mist,4271
2012-10-14 18:00:00,None,199,74,0,0,3,284.4,0.0,93,Mist,mist,4080
2012-10-14 19:00:00,None,282,55,2,150,2,284.17,0.0,93,Mist,mist,3453
2012-10-14 20:00:00,None,27,38,4,130,8,284.03,0.0,93,Mist,mist,2718
2012-10-14 21:00:00,None,183,36,3,0,5,283.58,0.0,93,Mist,mist,2439
2012-10-14 22:00:00,None,129,31,4,160,4,283.04,0.0,93,Mist,mist,1819
2012-10-14 23:00:00,None,105,19,5,170,2,281.95,0.0,93,Fog,fog,1002
2012-10-15 00:00:00,None,106,20,6,170,6,281.61,0.0,93,Fog,fog,542
2012-10-15 01:00:00,None,202,23,6,160,4,281.57,0.0,85,Fog,fog,303
2012-10-15 02:00:00,None,242,26,4,150,5,281.42,0.0,85,Fog,fog,239
